2017  ;3   ;"12";"5482001181";"03.4340.030.02";"5.51.01.0006105 ";2   ;4   ;2  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;8   ;"06";"6751199442";"03.4100.130.02";"5.51.01.0005011 ";2   ;2   ;1  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;8   ;"09";"8161452585";"03.4000.030.02";"5.51.01.0016043 ";3   ;2   ;1  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;6   ;"05";"8281409238";"03.4640.031.02";"5.51.01.0011064 ";6   ;2   ;1  ;"65 i wiecej";"0 dni";"<5"
2017  ;4   ;"11";"5833162278";"03.4220.030.02";"5.51.01.0001038 ";2   ;2   ;2  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;8   ;"08";"7531974939";"03.4000.030.02";"5.51.01.0006099 ";3   ;1   ;2  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;9   ;"02";"9561949580";"03.4500.030.02";"5.51.01.0007037 ";3   ;2   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;4   ;"05";"7751058587";"03.4000.030.02";"5.51.01.0005062 ";6   ;2   ;2  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;6   ;"02";"8762008352";"03.4220.030.02";"5.51.01.0001066 ";6   ;2   ;2  ;"45-64";"3-5 dni";"<5"
2017  ;9   ;"09";"6842120222";"03.4450.250.02";"5.51.01.0013003 ";3   ;1   ;2  ;"18-44";"6 i wiêcej dni";"21      "
2017  ;8   ;"01";"8951631106";"03.4340.030.02";"5.51.01.0016060 ";3   ;2   ;2  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;11  ;"12";"6312658474";"03.4100.030.02";"5.51.01.0005062 ";3   ;2   ;1  ;"45-64";"1-2 dni";"<5"
2017  ;6   ;"05";"7322170533";"03.4060.030.02";"5.51.01.0001050 ";3   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;6   ;"13";"6631609127";"03.4610.030.02";"5.51.01.0003057 ";3   ;2   ;1  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;12  ;"14";"7392955794";"03.4570.030.02";"5.51.01.0001031 ";3   ;1   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;2   ;"07";"9521143675";"03.4501.030.02";"5.51.01.0014012 ";6   ;2   ;1  ;"0-17";"6 i wiêcej dni";"<5"
2017  ;4   ;"06";"6751199442";"03.4272.030.02";"5.51.01.0004050 ";8   ;2   ;2  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;6   ;"08";"7531967997";"03.4580.030.02";"5.51.01.0017007 ";2   ;1   ;1  ;"18-44";"1-2 dni";"<5"
2017  ;7   ;"03";"9462606575";"03.4100.130.02";"5.51.01.0005010 ";2   ;2   ;1  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;12  ;"13";"9591289964";"03.4500.930.02";"5.51.01.0006097 ";3   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;2   ;"09";"6871640438";"03.4500.030.02";"5.51.01.0011026 ";6   ;1   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;6   ;"16";"8571688560";"03.4401.030.02";"5.51.01.0004046 ";3   ;1   ;1  ;"0-17";"6 i wiêcej dni";"<5"
2017  ;11  ;"15";"6182025893";"03.4100.030.02";"5.51.01.0005071 ";6   ;2   ;2  ;"18-44";"1-2 dni";"<5"
2017  ;12  ;"14";"5252416151";"03.4100.130.02";"5.51.01.0005090 ";2   ;1   ;1  ;"45-64";"3-5 dni";"<5"
2017  ;12  ;"01";"8862385315";"03.4580.030.02";"5.51.01.0001077 ";3   ;2   ;1  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;4   ;"07";"5220002529";"03.4580.030.02";"5.51.01.0008022 ";3   ;2   ;1  ;"45-64";"1-2 dni";"<5"
2017  ;12  ;"07";"8212611675";"03.4500.032.02";"5.51.01.0009033 ";6   ;1   ;1  ;"45-64";"0 dni";"<5"
2017  ;8   ;"15";"7811618944";"03.4100.030.02";"5.51.01.0005073 ";3   ;2   ;1  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;8   ;"11";"8421770610";"03.4401.030.02";"5.51.01.0011106 ";3   ;2   ;1  ;"0-17";"6 i wiêcej dni";"<5"
2017  ;2   ;"15";"7671449305";"03.4500.030.02";"5.51.01.0008063 ";6   ;2   ;2  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;6   ;"07";"5220002529";"03.4000.030.02";"5.51.01.0005016 ";3   ;2   ;2  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;6   ;"15";"6971598635";"03.4421.150.02";"5.51.01.0013025 ";5   ;1   ;1  ;"0-17";"1-2 dni";"8       "
2017  ;5   ;"01";"8831598671";"03.4401.030.02";"5.51.01.0016060 ";6   ;1   ;2  ;"0-17";"6 i wiêcej dni";"<5"
2017  ;7   ;"04";"9731025315";"03.4421.160.02";"5.51.01.0013023 ";3   ;1   ;1  ;"0-17";"3-5 dni";"<5"
2017  ;5   ;"03";"7122414692";"03.4501.030.02";"5.51.01.0001077 ";3   ;1   ;2  ;"0-17";"0 dni";"<5"
2017  ;6   ;"15";"6971598635";"03.4220.030.02";"5.51.01.0001059 ";3   ;2   ;1  ;"45-64";"1-2 dni";"<5"
2017  ;7   ;"13";"9591291292";"03.4610.030.02";"5.51.01.0003014 ";6   ;2   ;2  ;"45-64";"0 dni";"<5"
2017  ;8   ;"09";"5170119412";"03.4500.031.02";"5.51.01.0015023 ";6   ;2   ;1  ;"18-44";"1-2 dni";"<5"
2017  ;2   ;"03";"5371960760";"03.4640.930.02";"5.51.01.0011000 ";11  ;1   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;12  ;"07";"1181417683";"03.4100.130.02";"5.51.01.0005010 ";2   ;3   ;2  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;10  ;"09";"7952066984";"03.4580.030.02";"5.51.01.0008033 ";6   ;2   ;2  ;"65 i wiecej";"0 dni";"<5"
2017  ;3   ;"01";"8862385315";"03.4240.030.02";"5.51.01.0004028 ";3   ;1   ;2  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;1   ;"03";"7122396043";"03.4640.030.02";"5.51.01.0011015 ";6   ;1   ;1  ;"45-64";"1-2 dni";"<5"
2017  ;5   ;"06";"7342608458";"03.4272.030.02";"5.51.01.0004050 ";3   ;2   ;1  ;"45-64";"6 i wiêcej dni";"<5"
2017  ;6   ;"07";"5271045483";"03.4100.030.02";"5.51.01.0005031 ";6   ;3   ;1  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;11  ;"12";"6482775049";"03.4500.030.02";"5.51.01.0007043 ";2   ;2   ;1  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;6   ;"05";"7691787666";"03.4220.030.02";"5.51.01.0001033 ";3   ;2   ;2  ;"45-64";"3-5 dni";"<5"
2017  ;4   ;"10";"5431754901";"03.4500.030.02";"5.51.01.0015023 ";6   ;2   ;2  ;"45-64";"1-2 dni";"<5"
2017  ;11  ;"03";"7122410926";"03.4100.030.02";"5.51.01.0005027 ";6   ;1   ;1  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;4   ;"06";"5491591851";"03.4220.030.02";"5.51.01.0001059 ";3   ;1   ;2  ;"18-44";"3-5 dni";"<5"
2017  ;10  ;"02";"8762008352";"03.4600.130.02";"5.51.01.0002018 ";3   ;2   ;1  ;"45-64";"0 dni";"<5"
2017  ;5   ;"06";"5512124676";"03.4401.030.02";"5.51.01.0014022 ";3   ;6   ;1  ;"0-17";"1-2 dni";"<5"
2017  ;11  ;"02";"8522433297";"03.4220.030.02";"5.51.01.0001049 ";3   ;9   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;7   ;"02";"8792076803";"03.4580.030.02";"5.51.01.0008083 ";6   ;1   ;1  ;"18-44";"1-2 dni";"<5"
2017  ;9   ;"07";"7123229838";"03.4100.030.02";"5.51.01.0005056 ";3   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
