ROK;MIESIAC;OW_NFZ;NIP_PODMIOTU;KOD_PRODUKTU_KONTRAKTOWEGO;KOD_PRODUKTU_JEDNOSTKOWEGO;KOD_TRYBU_PRZYJECIA;KOD_TRYBU_WYPISU;PLEC_PACJENTA;GRUPA_WIEKOWA_PACJENTA;PRZEDZIAL_DLUGOSCI_TRWANIA_HOSPITALIZACJI;LICZBA_HOSPITALIZACJI
2022;8;"16";"8571688560";"03.4220.030.02";"5.51.01.0001087";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;10;"12";"6482302807";"03.4560.030.02";"5.51.01.0005009";6;2;"M";"65 i wiecej";"3-5 dni";"6"
2022;1;"01";"6932037565";"03.4600.132.02";"5.51.01.0002102";6;2;"K";"18-44";"0 dni";"<5"
2022;8;"11";"5911694694";"03.4500.030.02";"5.51.01.0009005";3;2;"K";"18-44";"1-2 dni";"<5"
2022;10;"12";"6482301274";"03.4520.930.02";"5.51.01.0004001";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"03";"7171830083";"03.4000.030.02";"5.51.01.0005062";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;4;"11";"5911694694";"03.4220.030.02";"5.51.01.0001066";3;3;"M";"18-44";"3-5 dni";"<5"
2022;10;"07";"5250008525";"03.4100.020.02";"5.51.01.0005047";3;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"02";"8911530126";"03.4500.030.02";"5.51.01.0006096";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"15";"7642088098";"03.4570.030.02";"5.51.01.0001022";6;2;"K";"45-64";"3-5 dni";"9"
2022;10;"02";"9561949580";"03.4611.030.02";"5.51.01.0018006";6;2;"K";"0-17";"3-5 dni";"<5"
2022;1;"15";"5951340382";"03.4421.140.02";"5.51.01.0013020";5;1;"K";"0-17";"1-2 dni";"9"
2022;3;"14";"7392955794";"03.4530.040.02";"5.51.01.0009034";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;6;"06";"7342608458";"03.4540.998.02";"5.51.01.0007038";2;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;4;"11";"5862286770";"03.4100.030.02";"5.51.01.0004016";2;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"12";"6452501353";"03.4401.030.02";"5.51.01.0014022";6;2;"K";"0-17";"3-5 dni";"<5"
2022;9;"16";"8512537954";"03.4200.030.02";"5.51.01.0009039";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;6;"13";"9591289964";"03.4272.030.02";"5.51.01.0004050";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;8;"09";"7941527016";"03.4401.030.02";"5.51.01.0014050";3;3;"K";"0-17";"1-2 dni";"<5"
2022;8;"02";"5040008967";"03.4401.030.02";"5.51.01.0014021";2;1;"K";"0-17";"1-2 dni";"<5"
2022;5;"08";"7542563619";"03.4401.030.02";"5.51.01.0016043";2;2;"K";"0-17";"1-2 dni";"<5"
2022;10;"08";"7531967997";"03.4610.030.02";"5.51.01.0003015";6;2;"K";"45-64";"0 dni";"<5"
2022;2;"03";"7122429274";"03.4201.030.02";"5.51.01.0009039";6;2;"M";"0-17";"3-5 dni";"<5"
2022;4;"12";"6462832413";"03.4100.030.02";"5.51.01.0005077";3;2;"M";"45-64";"3-5 dni";"<5"
2022;12;"12";"6491918293";"03.4000.030.02";"5.51.01.0016005";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"03";"9211645721";"03.4401.030.02";"5.51.01.0014022";3;2;"K";"0-17";"1-2 dni";"<5"
2022;8;"02";"5542231069";"03.4500.030.02";"5.51.01.0006100";3;2;"M";"18-44";"3-5 dni";"<5"
2022;7;"12";"9491763544";"03.4000.030.02";"5.51.01.0007017";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;8;"07";"5260006858";"03.4550.030.02";"5.51.01.0008083";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"07";"5681617967";"03.4580.030.02";"5.51.01.0017007";2;3;"K";"65 i wiecej";"1-2 dni";"<5"
2022;6;"11";"8393179849";"03.4100.500.02";"5.51.01.0005090";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"07";"8121645639";"03.4580.030.02";"5.51.01.0017007";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;1;"01";"8992228956";"03.4640.030.02";"5.51.01.0011000";6;1;"M";"45-64";"3-5 dni";"<5"
2022;9;"06";"9552268113";"03.4100.030.02";"5.51.01.0005094";2;2;"K";"65 i wiecej";"3-5 dni";"5"
2022;7;"01";"6932175190";"03.4500.030.02";"5.51.01.0006062";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"06";"8691663456";"03.4401.030.02";"5.51.01.0014015";6;3;"K";"0-17";"6 i więcej dni";"<5"
2022;1;"13";"9591294907";"03.4070.030.02";"5.51.01.0016006";6;2;"K";"18-44";"6 i więcej dni";"<5"
2022;9;"05";"7262234808";"03.4000.030.02";"5.51.01.0004050";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;1;"07";"7962963679";"03.4600.030.02";"5.51.01.0002016";6;1;"M";"45-64";"1-2 dni";"<5"
2022;8;"02";"5542231069";"03.4011.030.02";"5.51.01.0014020";3;1;"M";"0-17";"1-2 dni";"<5"
2022;5;"07";"5250008525";"03.4100.030.02";"5.51.01.0005056";6;3;"K";"65 i wiecej";"1-2 dni";"<5"
2022;4;"11";"9570730409";"03.4071.030.02";"5.51.01.0016006";3;2;"M";"0-17";"6 i więcej dni";"<5"
2022;10;"05";"7282246128";"03.4051.030.02";"5.51.01.0006046";6;1;"K";"0-17";"3-5 dni";"<5"
2022;8;"07";"5311331954";"03.4450.040.02";"5.51.01.0012016";3;1;"K";"18-44";"0 dni";"<5"
2022;6;"07";"1231194950";"03.4220.030.02";"5.51.01.0001038";2;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"15";"7631439453";"03.4000.030.02";"5.51.01.0005094";6;9;"K";"65 i wiecej";"3-5 dni";"<5"
2022;12;"12";"6443504464";"03.4500.030.02";"5.51.01.0006072";6;2;"M";"45-64";"3-5 dni";"<5"
2022;2;"02";"8751350414";"03.4000.030.02";"5.51.01.0001087";6;1;"K";"18-44";"3-5 dni";"<5"
2022;6;"02";"9561949580";"03.4421.160.02";"5.51.01.0013024";5;1;"M";"0-17";"3-5 dni";"15"
2022;5;"12";"6342309181";"03.4000.030.02";"5.51.01.0010065";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;7;"03";"7122410926";"03.4570.030.02";"5.51.01.0008052";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;9;"12";"6452501353";"03.4401.030.02";"5.51.01.0014004";6;2;"M";"0-17";"6 i więcej dni";"<5"
2022;3;"12";"9542274017";"03.4050.030.02";"5.51.01.0007035";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;10;"12";"6442876726";"03.4580.030.02";"5.51.01.0008110";3;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"16";"8512537954";"03.4272.030.02";"5.51.01.0004050";6;2;"K";"45-64";"3-5 dni";"<5"
2022;7;"09";"5170119412";"03.4220.030.02";"5.51.01.0001057";3;1;"M";"18-44";"6 i więcej dni";"<5"
2022;9;"15";"6971598635";"03.4500.030.02";"5.51.01.0004007";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"03";"7122410820";"03.4580.030.02";"5.51.01.0008033";6;1;"M";"18-44";"0 dni";"<5"
2022;3;"15";"7831516773";"03.4000.030.02";"5.51.01.0016005";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;8;"15";"7792033466";"03.4220.030.02";"5.51.01.0001087";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"03";"5641475805";"03.4600.030.02";"5.51.01.0002099";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;3;"12";"9491763544";"03.4450.040.02";"5.51.01.0012004";6;1;"K";"45-64";"1-2 dni";"<5"
2022;1;"12";"9491763544";"03.4401.030.02";"5.51.01.0014006";3;1;"K";"0-17";"6 i więcej dni";"<5"
2022;7;"04";"9251723350";"03.4280.030.02";"5.51.01.0008104";3;2;"M";"18-44";"6 i więcej dni";"<5"
2022;6;"12";"6252247223";"03.4600.130.02";"5.51.01.0002102";6;1;"K";"65 i wiecej";"0 dni";"132"
2022;6;"16";"5941248545";"03.4000.030.02";"5.51.01.0004028";6;2;"K";"45-64";"3-5 dni";"<5"
2022;7;"06";"6591328869";"03.4500.030.02";"5.51.01.0006072";3;2;"K";"18-44";"3-5 dni";"<5"
2022;6;"05";"7712295780";"03.4100.030.02";"5.51.01.0005050";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;2;"11";"5862286770";"03.4100.030.02";"5.51.01.0005061";6;2;"K";"45-64";"0 dni";"<5"
2022;11;"16";"8561667533";"03.4000.030.02";"5.51.01.0011082";2;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"06";"5512124676";"03.4000.030.02";"5.51.01.0005094";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"12";"6381522246";"03.4500.030.02";"5.51.01.0005055";3;6;"K";"18-44";"3-5 dni";"<5"
2022;1;"02";"8792076803";"03.4640.030.02";"5.51.01.0011045";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;11;"11";"9570730409";"03.4000.030.02";"5.51.01.0010027";6;2;"M";"18-44";"0 dni";"<5"
2022;5;"02";"8762008352";"03.4100.030.02";"5.51.01.0005061";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"03";"8621439920";"03.4000.030.02";"5.51.01.0001045";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"05";"7292345599";"03.4500.030.02";"5.51.01.0010002";6;2;"K";"18-44";"3-5 dni";"6"
2022;2;"03";"9191517717";"03.4500.030.02";"5.51.01.0008084";6;1;"M";"18-44";"1-2 dni";"<5"
2022;5;"15";"7792033466";"03.4500.998.02";"5.51.01.0015048";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;5;"16";"8581797173";"03.4500.030.02";"5.51.01.0006046";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"03";"5371960760";"03.4580.030.02";"5.51.01.0008063";2;2;"K";"45-64";"1-2 dni";"<5"
2022;1;"06";"6281916916";"03.4272.030.02";"5.51.01.0005059";2;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"12";"7010451363";"03.4401.030.02";"5.51.01.0014004";2;2;"K";"0-17";"3-5 dni";"<5"
2022;7;"01";"8942722074";"03.4600.132.02";"5.51.01.0002101";6;2;"M";"18-44";"0 dni";"<5"
2022;1;"08";"7561747987";"03.4450.050.02";"5.51.01.0012014";6;2;"K";"18-44";"1-2 dni";"<5"
2022;12;"11";"5862286770";"03.4610.030.02";"5.51.01.0010003";6;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"05";"7732419096";"03.4000.030.02";"5.51.01.0009008";3;3;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"07";"1231194950";"03.4580.030.02";"5.51.01.0008052";6;1;"K";"18-44";"3-5 dni";"<5"
2022;3;"12";"6321753077";"03.4450.040.02";"5.51.01.0012030";3;2;"K";"18-44";"3-5 dni";"<5"
2022;1;"13";"9591289964";"03.4640.030.02";"5.51.01.0011026";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;1;"10";"8461375707";"03.4500.030.02";"5.51.01.0015066";6;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;7;"07";"5260006858";"03.4450.060.02";"5.51.01.0012013";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;4;"14";"7412125217";"03.4220.030.02";"5.51.01.0001056";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;12;"07";"5321664002";"03.4273.030.02";"5.51.01.0004020";6;1;"M";"0-17";"0 dni";"<5"
2022;11;"12";"9542700833";"03.4640.030.02";"5.51.01.0011008";6;6;"M";"65 i wiecej";"1-2 dni";"<5"
2022;11;"05";"7292242712";"03.4581.030.02";"5.51.01.0018057";6;2;"M";"0-17";"6 i więcej dni";"<5"
2022;6;"16";"5482277894";"03.4500.030.02";"5.51.01.0006012";2;2;"K";"45-64";"3-5 dni";"<5"
2022;2;"07";"5250009387";"03.4220.030.02";"5.51.01.0010066";6;2;"K";"18-44";"3-5 dni";"<5"
2022;12;"15";"7781350016";"03.4500.030.02";"5.51.01.0006031";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"01";"9121650658";"03.4530.030.02";"5.51.01.0005055";6;2;"K";"18-44";"3-5 dni";"<5"
2022;7;"12";"6471839389";"03.4000.030.02";"5.51.01.0005016";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"09";"6851950733";"03.4580.030.02";"5.51.01.0008099";6;2;"M";"45-64";"1-2 dni";"<5"
2022;10;"06";"6782680028";"03.4341.030.02";"5.51.01.0007016";6;2;"K";"0-17";"3-5 dni";"<5"
2022;12;"07";"5214004558";"03.4050.030.02";"5.51.01.0007033";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;5;"16";"8522211119";"03.4220.030.02";"5.51.01.0001049";3;1;"M";"45-64";"3-5 dni";"<5"
2022;8;"01";"8981816856";"03.4500.030.02";"5.51.01.0006003";3;2;"M";"18-44";"3-5 dni";"<5"
2022;8;"01";"8992228560";"03.4500.030.02";"5.51.01.0010003";6;2;"K";"18-44";"3-5 dni";"<5"
2022;8;"10";"5422534063";"03.4221.030.02";"5.51.01.0014050";3;6;"M";"0-17";"6 i więcej dni";"<5"
2022;10;"12";"6321753077";"03.4500.030.02";"5.51.01.0007046";6;2;"K";"18-44";"1-2 dni";"<5"
2022;10;"07";"5242852488";"03.4640.030.02";"5.51.01.0011000";6;1;"M";"45-64";"6 i więcej dni";"<5"
2022;7;"02";"5542236658";"03.4272.030.02";"5.51.01.0004048";3;1;"M";"45-64";"6 i więcej dni";"<5"
2022;11;"01";"6912204853";"03.4540.030.02";"5.51.01.0010003";6;1;"M";"45-64";"3-5 dni";"<5"
2022;1;"14";"5782517492";"03.4500.030.02";"5.51.01.0007043";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"02";"8741484403";"03.4500.030.02";"5.51.01.0007037";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;9;"06";"5222874966";"03.4600.132.02";"5.51.01.0002102";6;2;"M";"45-64";"0 dni";"5"
2022;8;"12";"6342670310";"03.4500.030.02";"5.51.01.0006073";3;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"08";"7471571941";"03.4000.030.02";"5.51.01.0005094";3;9;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"07";"7962963679";"03.4450.050.02";"5.51.01.0006046";3;1;"K";"18-44";"1-2 dni";"<5"
2022;9;"11";"8421770610";"03.4500.030.02";"5.51.01.0008083";6;1;"K";"18-44";"1-2 dni";"<5"
2022;3;"07";"7742411908";"03.4570.030.02";"5.51.01.0008052";3;1;"K";"45-64";"3-5 dni";"<5"
2022;7;"15";"7811618944";"03.4500.030.02";"5.51.01.0006072";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;7;"07";"5322044744";"03.4421.140.02";"5.51.01.0013025";5;1;"K";"0-17";"1-2 dni";"<5"
2022;12;"12";"6331045778";"03.4401.030.02";"5.51.01.0014006";3;6;"K";"0-17";"3-5 dni";"<5"
2022;4;"10";"5422529292";"03.4050.030.02";"5.51.01.0007037";2;1;"K";"45-64";"6 i więcej dni";"<5"
2022;12;"12";"6452501353";"03.4220.130.02";"5.51.01.0001048";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"07";"5681617967";"03.4401.030.02";"5.51.01.0014004";6;2;"K";"0-17";"3-5 dni";"<5"
2022;9;"07";"8231422165";"03.4500.030.02";"5.51.01.0017007";2;2;"M";"45-64";"6 i więcej dni";"<5"
2022;11;"15";"7792033466";"03.4050.030.02";"5.51.01.0006101";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"01";"6151706942";"03.4100.030.02";"5.51.01.0004016";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"03";"7122409395";"03.4240.998.02";"5.51.01.0012029";6;1;"K";"65 i wiecej";"0 dni";"<5"
2022;6;"01";"9151523806";"03.4450.040.02";"5.51.01.0012002";3;1;"K";"18-44";"3-5 dni";"<5"
2022;10;"07";"7962963679";"03.4580.030.02";"5.51.01.0008043";6;2;"M";"18-44";"6 i więcej dni";"<5"
2022;1;"11";"5551783839";"03.4450.040.02";"5.51.01.0012003";6;2;"K";"18-44";"1-2 dni";"<5"
2022;2;"14";"7431641687";"03.4500.030.02";"5.51.01.0006046";6;2;"K";"18-44";"1-2 dni";"<5"
2022;10;"01";"8862385315";"03.4070.930.02";"5.51.01.0016003";3;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"12";"6431669484";"03.4130.030.02";"5.51.01.0011082";8;9;"K";"65 i wiecej";"1-2 dni";"<5"
2022;1;"02";"5040008967";"03.4500.030.02";"5.51.01.0006109";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;6;"15";"6651042675";"03.4000.030.02";"5.51.01.0006100";3;2;"K";"18-44";"3-5 dni";"<5"
2022;8;"15";"7811618944";"03.4100.030.02";"5.51.01.0005061";3;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"01";"6131480564";"03.4580.030.02";"5.51.01.0008033";6;1;"M";"45-64";"3-5 dni";"<5"
2022;1;"01";"8862385315";"03.4540.930.02";"5.51.01.0015018";3;1;"K";"45-64";"3-5 dni";"<5"
2022;4;"05";"7312002395";"03.4500.030.02";"5.51.01.0015023";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;12;"06";"5491591851";"03.4000.030.02";"5.51.01.0005077";3;3;"K";"65 i wiecej";"0 dni";"<5"
2022;12;"14";"7392954843";"03.4401.030.02";"5.51.01.0008103";6;2;"M";"0-17";"0 dni";"<5"
2022;1;"05";"8281409238";"03.4401.030.02";"5.51.01.0014020";6;2;"M";"0-17";"0 dni";"<5"
2022;1;"15";"8811491898";"03.4500.030.02";"5.51.01.0015023";3;2;"M";"45-64";"3-5 dni";"<5"
2022;1;"12";"6391703765";"03.4580.030.02";"5.51.01.0001022";6;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"01";"6131480564";"03.4450.040.02";"5.51.01.0012016";6;1;"K";"18-44";"1-2 dni";"<5"
2022;8;"10";"5422513061";"03.4540.930.02";"5.51.01.0015019";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"02";"8762008352";"03.4421.150.02";"5.51.01.0013020";5;1;"M";"0-17";"0 dni";"<5"
2022;6;"02";"4660387504";"03.4000.030.02";"5.51.01.0016005";2;2;"M";"45-64";"6 i więcej dni";"<5"
2022;2;"10";"7191361728";"03.4100.030.02";"5.51.01.0005027";6;4;"K";"65 i wiecej";"1-2 dni";"<5"
2022;6;"05";"7282289592";"03.4500.030.02";"5.51.01.0006032";6;2;"M";"45-64";"1-2 dni";"<5"
2022;1;"06";"5491591851";"03.4000.030.02";"5.51.01.0005052";3;9;"M";"65 i wiecej";"1-2 dni";"<5"
2022;1;"08";"7542480425";"03.4450.060.02";"5.51.01.0013013";6;6;"K";"18-44";"0 dni";"<5"
2022;4;"16";"9551489094";"03.4401.030.02";"5.51.01.0016043";6;1;"K";"0-17";"1-2 dni";"<5"
2022;10;"07";"5321662948";"03.4580.991.02";"5.51.01.0008010";6;2;"K";"65 i wiecej";"6 i więcej dni";"6"
2022;8;"05";"7272392503";"03.4570.030.02";"5.51.01.0008043";6;2;"K";"45-64";"0 dni";"<5"
2022;4;"01";"9161388184";"03.4450.040.02";"5.51.01.0012016";3;1;"K";"18-44";"3-5 dni";"<5"
2022;12;"14";"5782517492";"03.4401.030.02";"5.51.01.0014004";3;2;"M";"0-17";"3-5 dni";"10"
2022;2;"01";"6161528548";"03.4500.030.02";"5.51.01.0007037";3;2;"M";"18-44";"6 i więcej dni";"<5"
2022;8;"01";"6121542507";"03.4000.030.02";"5.51.01.0004036";6;2;"M";"45-64";"3-5 dni";"<5"
2022;1;"11";"5851479028";"03.4580.032.02";"5.51.01.0008043";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;10;"04";"9271677943";"03.4000.030.02";"5.51.01.0016056";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;1;"02";"5542231069";"03.4000.030.02";"5.51.01.0004016";2;2;"K";"45-64";"3-5 dni";"<5"
2022;6;"01";"8992228956";"03.4100.030.02";"5.51.01.0005092";6;1;"M";"45-64";"0 dni";"<5"
2022;3;"15";"6971598635";"03.4500.998.02";"5.51.01.0006032";11;2;"K";"45-64";"6 i więcej dni";"<5"
2022;6;"12";"6381522246";"03.4500.030.02";"5.51.01.0006037";3;2;"M";"65 i wiecej";"0 dni";"<5"
2022;10;"07";"5321873941";"03.4100.130.02";"5.51.01.0005010";2;2;"M";"18-44";"1-2 dni";"<5"
2022;4;"06";"5512124676";"03.4000.030.02";"5.51.01.0005057";6;2;"M";"45-64";"3-5 dni";"<5"
2022;12;"11";"8393179849";"03.4100.500.02";"5.51.01.0005090";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"04";"1040001294";"03.4580.030.02";"5.51.01.0008109";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"16";"8512537776";"03.4540.930.02";"5.51.01.0006113";11;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"07";"5311331954";"03.4500.030.02";"5.51.01.0006083";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;4;"13";"9591291292";"03.4340.030.02";"5.51.01.0006105";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"07";"5291004702";"03.4100.030.02";"5.51.01.0005056";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;1;"12";"9542269625";"03.4530.040.02";"5.51.01.0015002";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;4;"13";"9591291292";"03.4500.030.02";"5.51.01.0009049";6;2;"K";"18-44";"1-2 dni";"<5"
2022;7;"07";"5212932455";"03.4580.991.02";"5.51.01.0008014";6;2;"M";"65 i wiecej";"3-5 dni";"5"
2022;4;"06";"6792525795";"03.4401.030.02";"5.51.01.0014022";2;1;"M";"0-17";"1-2 dni";"5"
2022;7;"05";"7721877458";"03.4000.030.02";"5.51.01.0010037";2;6;"M";"18-44";"6 i więcej dni";"<5"
2022;7;"09";"8161452585";"03.4280.030.02";"5.51.01.0008102";6;2;"M";"45-64";"3-5 dni";"<5"
2022;6;"01";"6922498023";"03.4000.030.02";"5.51.01.0011082";2;4;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"12";"9491763544";"03.4640.030.02";"5.51.01.0011026";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;6;"07";"1181417683";"03.4580.030.02";"5.51.01.0008043";6;2;"K";"45-64";"1-2 dni";"<5"
2022;5;"14";"8451995130";"03.4000.030.02";"5.51.01.0011007";2;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;4;"16";"3020002009";"03.4401.030.02";"5.51.01.0014022";3;2;"K";"0-17";"1-2 dni";"<5"
2022;5;"10";"7181689321";"03.4272.030.02";"5.51.01.0004059";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;4;"01";"8862385315";"03.4540.030.02";"5.51.01.0015019";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;10;"13";"6572698789";"03.4500.030.02";"5.51.01.0006072";6;1;"M";"45-64";"1-2 dni";"<5"
2022;11;"11";"5811956717";"03.4000.030.02";"5.51.01.0006037";6;1;"K";"45-64";"3-5 dni";"<5"
2022;6;"12";"6482775049";"03.4100.130.02";"5.51.01.0005010";8;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"07";"5671532011";"03.4421.140.02";"5.51.01.0013020";5;2;"K";"0-17";"3-5 dni";"7"
2022;7;"02";"9532582266";"03.4120.030.02";"5.51.01.0015066";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;9;"12";"9542269625";"03.4100.500.02";"5.51.01.0005010";2;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;6;"12";"8992919206";"03.4500.030.02";"5.51.01.0007037";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;6;"12";"6252452940";"03.4500.032.02";"5.51.01.0008083";6;2;"K";"45-64";"0 dni";"<5"
2022;2;"07";"1181417683";"03.4450.060.02";"5.51.01.0013014";3;6;"K";"18-44";"6 i więcej dni";"<5"
2022;5;"11";"5833162278";"03.4580.991.02";"5.51.01.0008011";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"05";"7272307029";"03.4530.030.02";"5.51.01.0015049";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"13";"8631697084";"03.4450.240.02";"5.51.01.0013001";3;2;"K";"18-44";"6 i więcej dni";"5"
2022;2;"14";"5782517492";"03.4401.030.02";"5.51.01.0014050";2;6;"K";"0-17";"3-5 dni";"<5"
2022;10;"11";"9570730409";"03.4100.030.02";"5.51.01.0005073";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;5;"06";"8992919206";"03.4580.031.02";"5.51.01.0008080";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;12;"05";"7292242712";"03.4571.030.02";"5.51.01.0018008";6;1;"K";"0-17";"6 i więcej dni";"<5"
2022;9;"08";"7543106048";"03.4000.030.02";"5.51.01.0016006";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"01";"8951645574";"03.4100.030.02";"5.51.01.0005056";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;7;"15";"7781350016";"03.4220.130.02";"5.51.01.0001048";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;6;"06";"6771694570";"03.4272.030.02";"5.51.01.0004018";3;1;"K";"45-64";"6 i więcej dni";"<5"
2022;6;"14";"5783104467";"03.4580.030.02";"5.51.01.0008081";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;10;"03";"7122410926";"03.4272.030.02";"5.51.01.0004006";3;1;"K";"18-44";"6 i więcej dni";"<5"
2022;6;"06";"9552268113";"03.4000.030.02";"5.51.01.0005094";6;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"16";"8581797173";"03.4000.030.02";"5.51.01.0010058";2;2;"K";"45-64";"1-2 dni";"<5"
2022;2;"16";"9551489094";"03.4450.060.02";"5.51.01.0012013";6;1;"K";"18-44";"6 i więcej dni";"<5"
2022;7;"05";"8361081857";"03.4000.030.02";"5.51.01.0011082";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;12;"05";"7721877458";"03.4500.030.02";"5.51.01.0007016";3;4;"M";"65 i wiecej";"3-5 dni";"<5"
2022;2;"15";"7792033466";"03.4570.130.02";"5.51.01.0015033";6;1;"M";"45-64";"3-5 dni";"<5"
2022;10;"06";"6751199442";"03.4640.030.02";"5.51.01.0011108";6;1;"M";"45-64";"3-5 dni";"<5"
2022;11;"11";"5922222674";"03.4000.030.02";"5.51.01.0004048";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"09";"6851950733";"03.4580.991.02";"5.51.01.0008015";6;2;"K";"45-64";"6 i więcej dni";"<5"
2022;1;"06";"6762083306";"03.4000.030.02";"5.51.01.0006105";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"07";"8371507803";"03.4000.030.02";"5.51.01.0011082";2;1;"M";"65 i wiecej";"3-5 dni";"<5"
