ROK;MIESIAC;OW_NFZ;NIP_PODMIOTU;KOD_PRODUKTU_KONTRAKTOWEGO;KOD_PRODUKTU_JEDNOSTKOWEGO;KOD_TRYBU_PRZYJECIA;KOD_TRYBU_WYPISU;PLEC_PACJENTA;GRUPA_WIEKOWA_PACJENTA;PRZEDZIAL_DLUGOSCI_TRWANIA_HOSPITALIZACJI;LICZBA_HOSPITALIZACJI
2022;4;"02";"9561949580";"03.4220.030.02";"5.51.01.0001050";2;9;"K";"45-64";"1-2 dni";"<5"
2022;12;"03";"7122409395";"03.4000.030.02";"5.51.01.0010027";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;8;"09";"8131502114";"03.4220.030.02";"5.51.01.0001030";6;2;"M";"18-44";"6 i więcej dni";"<5"
2022;2;"01";"8981816856";"03.4030.030.02";"5.51.01.0010027";6;1;"K";"65 i wiecej";"1-2 dni";"<5"
2022;4;"10";"5422529292";"03.4220.030.02";"5.51.01.0001050";2;9;"M";"65 i wiecej";"1-2 dni";"<5"
2022;7;"15";"7792033466";"03.4220.030.02";"5.51.01.0001038";3;6;"K";"45-64";"3-5 dni";"<5"
2022;6;"15";"7792033466";"03.4000.030.02";"5.51.01.0001039";6;2;"M";"45-64";"0 dni";"<5"
2022;3;"07";"5291004702";"03.4220.030.02";"5.51.01.0001047";3;1;"K";"45-64";"6 i więcej dni";"<5"
2022;11;"01";"8981816856";"03.4100.030.02";"5.51.01.0005027";6;1;"M";"45-64";"1-2 dni";"11"
2022;5;"07";"5214004558";"03.4570.030.02";"5.51.01.0001022";6;2;"K";"18-44";"3-5 dni";"<5"
2022;9;"09";"7921805707";"03.4000.030.02";"5.51.01.0011105";3;4;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"12";"5471930037";"03.4580.031.02";"5.51.01.0008083";6;1;"M";"45-64";"0 dni";"<5"
2022;4;"01";"8981816856";"03.4640.998.02";"5.51.01.0011026";6;1;"M";"45-64";"1-2 dni";"<5"
2022;11;"05";"7251019093";"03.4600.030.02";"5.51.01.0002099";6;6;"K";"65 i wiecej";"3-5 dni";"<5"
2022;10;"11";"8392753401";"03.4540.032.02";"5.51.01.0007044";6;2;"K";"45-64";"1-2 dni";"<5"
2022;7;"07";"7611333881";"03.4500.030.02";"5.51.01.0008055";6;2;"M";"45-64";"1-2 dni";"6"
2022;9;"15";"6961598326";"03.4500.030.02";"5.51.01.0006022";2;2;"M";"45-64";"6 i więcej dni";"<5"
2022;1;"07";"7972019261";"03.4220.030.02";"5.51.01.0001058";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;11;"07";"5671532011";"03.4000.030.02";"5.51.01.0011007";3;3;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"06";"6751199459";"03.4401.030.02";"5.51.01.0014023";3;2;"M";"0-17";"6 i więcej dni";"<5"
2022;7;"12";"6452501353";"03.4401.030.02";"5.51.01.0014022";6;2;"M";"0-17";"1-2 dni";"<5"
2022;12;"12";"6482700583";"03.4580.030.02";"5.51.01.0008109";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"06";"6783105119";"03.4100.030.02";"5.51.01.0004052";2;9;"K";"65 i wiecej";"1-2 dni";"<5"
2022;2;"13";"8641577743";"03.4401.030.02";"5.51.01.0014005";3;1;"K";"0-17";"6 i więcej dni";"<5"
2022;10;"06";"7342608458";"03.4540.998.02";"5.51.01.0006037";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;4;"05";"7321003187";"03.4050.030.02";"5.51.01.0006037";3;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;3;"13";"8661455641";"03.4580.030.02";"5.51.01.0008083";6;1;"M";"45-64";"1-2 dni";"<5"
2022;10;"15";"7792033466";"03.4610.030.02";"5.51.01.0003012";6;3;"K";"45-64";"0 dni";"<5"
2022;5;"02";"9561949580";"03.4540.030.02";"5.51.01.0007035";6;2;"K";"45-64";"3-5 dni";"<5"
2022;9;"11";"5851479028";"03.4060.030.02";"5.51.01.0015066";6;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"12";"6482301274";"03.4220.030.02";"5.51.01.0001039";6;2;"K";"18-44";"0 dni";"<5"
2022;10;"12";"6462832413";"03.4000.030.02";"5.51.01.0011082";2;9;"M";"65 i wiecej";"1-2 dni";"<5"
2022;7;"16";"8512537954";"03.4640.930.02";"5.51.01.0011026";6;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;3;"02";"5542231069";"03.4580.030.02";"5.51.01.0008110";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;5;"04";"5993168108";"03.4450.060.02";"5.51.01.0012016";6;1;"K";"18-44";"3-5 dni";"<5"
2022;1;"12";"5471842468";"03.4640.998.02";"5.51.01.0011026";6;2;"M";"45-64";"3-5 dni";"<5"
2022;4;"15";"6651042675";"03.4100.030.02";"5.51.01.0004016";3;2;"K";"45-64";"1-2 dni";"<5"
2022;1;"14";"7392954808";"03.4240.030.02";"5.51.01.0004028";6;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;11;"15";"7781350016";"03.4500.030.02";"5.51.01.0006022";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"12";"6342309181";"03.4500.030.02";"5.51.01.0006072";3;2;"M";"45-64";"3-5 dni";"<5"
2022;12;"14";"7393696739";"03.4220.030.02";"5.51.01.0001087";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;7;"14";"7392955802";"03.4630.030.02";"5.51.01.0003022";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;4;"15";"6182025893";"03.4000.030.02";"5.51.01.0004028";6;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;5;"09";"8171750893";"03.4570.030.02";"5.51.01.0008058";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;1;"06";"7342608458";"03.4000.030.02";"5.51.01.0007018";3;2;"M";"18-44";"3-5 dni";"<5"
2022;2;"03";"7122135822";"03.4030.030.02";"5.51.01.0010066";6;2;"K";"0-17";"3-5 dni";"<5"
2022;1;"06";"6772081964";"03.4570.030.02";"5.51.01.0001022";3;1;"M";"45-64";"3-5 dni";"<5"
2022;10;"07";"7582010430";"03.4640.030.02";"5.51.01.0011015";6;2;"M";"45-64";"3-5 dni";"<5"
2022;5;"15";"7781350016";"03.4600.030.02";"5.51.01.0002074";3;2;"M";"65 i wiecej";"0 dni";"<5"
2022;1;"13";"6572698789";"03.4500.030.02";"5.51.01.0006046";3;2;"M";"45-64";"3-5 dni";"<5"
2022;12;"05";"7691787666";"03.4640.030.02";"5.51.01.0011069";3;2;"M";"45-64";"6 i więcej dni";"<5"
2022;6;"06";"8732713732";"03.4000.030.02";"5.51.01.0016006";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;8;"01";"6922498023";"03.4580.030.02";"5.51.01.0008099";6;2;"M";"18-44";"1-2 dni";"<5"
2022;6;"04";"9261676422";"03.4000.030.02";"5.51.01.0011105";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;5;"11";"5833162278";"03.4000.030.02";"5.51.01.0016006";2;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"02";"5562239217";"03.4100.130.02";"5.51.01.0005090";3;1;"M";"45-64";"3-5 dni";"<5"
2022;7;"07";"5220002529";"03.4630.030.02";"5.51.01.0017007";6;2;"M";"18-44";"1-2 dni";"<5"
2022;8;"12";"6252247223";"03.4220.030.02";"5.51.01.0001067";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;11;"07";"5252094598";"03.4450.060.02";"5.51.01.0012014";6;1;"K";"18-44";"3-5 dni";"10"
2022;7;"07";"7591436186";"03.4100.030.02";"5.51.01.0005061";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;9;"06";"5521274352";"03.4000.030.02";"5.51.01.0016005";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"07";"8231422165";"03.4500.030.02";"5.51.01.0006082";3;2;"M";"18-44";"3-5 dni";"<5"
2022;5;"08";"5761361228";"03.4000.030.02";"5.51.01.0011007";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;8;"04";"9731025315";"03.4570.030.02";"5.51.01.0008052";2;1;"M";"18-44";"6 i więcej dni";"<5"
2022;5;"05";"7732419096";"03.4640.030.02";"5.51.01.0011015";3;2;"M";"18-44";"3-5 dni";"<5"
2022;9;"02";"8911530126";"03.4100.030.02";"5.51.01.0005061";2;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;6;"14";"5783104467";"03.4580.030.02";"5.51.01.0008063";3;2;"M";"18-44";"1-2 dni";"<5"
2022;10;"15";"6961598326";"03.4500.030.02";"5.51.01.0007045";3;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;4;"15";"7881750689";"03.4401.030.02";"5.51.01.0014022";3;2;"M";"0-17";"1-2 dni";"<5"
2022;5;"03";"7122409395";"03.4500.030.02";"5.51.01.0007034";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"12";"2220855963";"03.4450.040.02";"5.51.01.0012012";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"16";"7651495874";"03.4000.030.02";"5.51.01.0005059";2;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"14";"7411887468";"03.4340.030.02";"5.51.01.0016057";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"07";"5220002529";"03.4000.030.02";"5.51.01.0004046";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;1;"13";"9591291292";"03.4401.030.02";"5.51.01.0016005";3;1;"M";"0-17";"6 i więcej dni";"<5"
2022;12;"12";"9542700833";"03.4640.930.02";"5.51.01.0011033";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;6;"12";"6312460476";"03.4220.030.02";"5.51.01.0001031";3;3;"K";"65 i wiecej";"1-2 dni";"<5"
2022;9;"01";"6951463978";"03.4500.030.02";"5.51.01.0015023";6;2;"M";"18-44";"1-2 dni";"<5"
2022;5;"02";"8762008352";"03.4100.030.02";"5.51.01.0005094";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"10";"8441786376";"03.4401.030.02";"5.51.01.0014021";3;2;"M";"0-17";"1-2 dni";"<5"
2022;10;"07";"5250008525";"03.4100.030.02";"5.51.01.0005097";6;1;"K";"65 i wiecej";"0 dni";"<5"
2022;6;"06";"6591328869";"03.4401.030.02";"5.51.01.0014003";6;2;"M";"0-17";"3-5 dni";"<5"
2022;7;"14";"7392955794";"03.4050.030.02";"5.51.01.0007046";6;2;"K";"18-44";"1-2 dni";"<5"
2022;3;"09";"8132919313";"03.4630.030.02";"5.51.01.0009032";6;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;6;"01";"8981816856";"03.4610.030.02";"5.51.01.0003057";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;11;"02";"9561949580";"03.4501.030.02";"5.51.01.0014016";6;2;"K";"0-17";"1-2 dni";"<5"
2022;8;"01";"6161528548";"03.4500.030.02";"5.51.01.0017007";3;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;5;"03";"5631863730";"03.4580.030.02";"5.51.01.0008033";6;2;"K";"18-44";"1-2 dni";"<5"
2022;9;"05";"1132883801";"03.4050.032.02";"5.51.01.0006037";6;2;"K";"18-44";"0 dni";"7"
2022;5;"08";"9910498289";"03.4000.030.02";"5.51.01.0011105";6;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;10;"12";"9372662340";"03.4450.050.02";"5.51.01.0012002";6;1;"K";"65 i wiecej";"3-5 dni";"12"
2022;6;"07";"5311331954";"03.4401.030.02";"5.51.01.0014021";2;1;"M";"0-17";"1-2 dni";"<5"
2022;10;"14";"8491373268";"03.4500.030.02";"5.51.01.0001076";3;2;"M";"45-64";"3-5 dni";"<5"
2022;7;"07";"5214004558";"03.4100.030.02";"5.51.01.0005061";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;8;"07";"8261776028";"03.4000.030.02";"5.51.01.0008104";3;1;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"03";"7122410926";"03.4280.030.02";"5.51.01.0008102";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"03";"9462146139";"03.4000.030.02";"5.51.01.0006099";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"12";"6471839389";"03.4000.030.02";"5.51.01.0016056";2;9;"M";"45-64";"6 i więcej dni";"<5"
2022;10;"14";"5783104467";"03.4600.031.02";"5.51.01.0002017";6;1;"M";"18-44";"0 dni";"<5"
2022;11;"03";"7122429274";"03.4530.040.02";"5.51.01.0015066";6;1;"K";"45-64";"6 i więcej dni";"<5"
2022;11;"04";"8522521096";"03.4450.040.02";"5.51.01.0012016";2;6;"K";"18-44";"0 dni";"<5"
2022;2;"03";"9222292491";"03.4540.930.02";"5.51.01.0009051";11;1;"K";"45-64";"3-5 dni";"<5"
2022;4;"12";"6443508924";"03.4051.030.02";"5.51.01.0014041";6;2;"M";"0-17";"3-5 dni";"<5"
2022;3;"06";"7381794844";"03.4000.030.02";"5.51.01.0010066";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;2;"11";"5833162278";"03.4220.130.02";"5.51.01.0001048";2;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"07";"8221841618";"03.4000.030.02";"5.51.01.0004016";2;2;"K";"45-64";"6 i więcej dni";"<5"
2022;11;"09";"8131501971";"03.4401.030.02";"5.51.01.0014030";3;6;"M";"0-17";"3-5 dni";"<5"
2022;6;"03";"7141632875";"03.4580.030.02";"5.51.01.0008033";6;2;"K";"45-64";"6 i więcej dni";"<5"
2022;10;"02";"8762008352";"03.4640.930.02";"5.51.01.0011034";11;2;"M";"45-64";"3-5 dni";"<5"
2022;5;"12";"6262511259";"03.4450.060.02";"5.51.01.0012003";3;2;"K";"45-64";"1-2 dni";"<5"
2022;11;"01";"8831788549";"03.4000.030.02";"5.51.01.0004026";3;2;"K";"45-64";"6 i więcej dni";"<5"
2022;6;"16";"8512537954";"03.4580.030.02";"5.51.01.0008110";6;2;"M";"18-44";"6 i więcej dni";"<5"
2022;1;"15";"6971598635";"03.4610.030.02";"5.51.01.0003057";6;1;"M";"45-64";"0 dni";"<5"
2022;6;"11";"5922222674";"03.4580.030.02";"5.51.01.0008064";2;2;"K";"45-64";"3-5 dni";"<5"
2022;2;"15";"9231506721";"03.4000.030.02";"5.51.01.0005094";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"15";"7842008454";"03.4100.030.02";"5.51.01.0005027";6;2;"K";"45-64";"1-2 dni";"<5"
2022;7;"07";"1181417683";"03.4401.030.02";"5.51.01.0014012";2;2;"M";"0-17";"1-2 dni";"<5"
2022;3;"01";"8992228100";"03.4240.998.02";"5.51.01.0004028";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"07";"5260006858";"03.4060.030.02";"5.51.01.0011082";3;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"01";"9161388184";"03.4421.140.02";"5.51.01.0013025";5;1;"M";"0-17";"3-5 dni";"<5"
2022;12;"01";"8981816856";"03.4610.030.02";"5.51.01.0003042";6;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;12;"12";"9542798418";"03.4500.031.02";"5.51.01.0008083";6;1;"M";"45-64";"1-2 dni";"<5"
2022;6;"07";"5250008057";"03.4540.930.02";"5.51.01.0015018";11;2;"M";"18-44";"3-5 dni";"<5"
2022;12;"01";"8981816856";"03.4101.030.02";"5.51.01.0014039";6;1;"M";"0-17";"3-5 dni";"<5"
2022;2;"12";"6482302807";"03.4100.030.02";"5.51.01.0005027";8;3;"M";"65 i wiecej";"1-2 dni";"<5"
2022;7;"12";"6482775049";"03.4010.080.02";"5.51.01.0009038";6;2;"M";"18-44";"0 dni";"<5"
2022;12;"08";"5482277894";"03.4100.030.02";"5.51.01.0005026";6;2;"M";"45-64";"1-2 dni";"<5"
2022;4;"03";"7122410926";"03.4640.030.02";"5.51.01.0011005";6;2;"K";"45-64";"3-5 dni";"<5"
2022;5;"15";"8811491898";"03.4500.030.02";"5.51.01.0006110";3;2;"K";"45-64";"1-2 dni";"<5"
2022;12;"13";"9591294907";"03.4640.030.02";"5.51.01.0011104";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;4;"10";"8441786376";"03.4401.030.02";"5.51.01.0014022";3;2;"K";"0-17";"6 i więcej dni";"<5"
2022;9;"03";"7123082447";"03.4500.032.02";"5.51.01.0008083";6;2;"K";"45-64";"0 dni";"8"
2022;12;"14";"8471488956";"03.4000.030.02";"5.51.01.0011083";3;6;"K";"65 i wiecej";"3-5 dni";"<5"
2022;1;"14";"7392955802";"03.4000.030.02";"5.51.01.0016006";3;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;1;"06";"8691663456";"03.4401.030.02";"5.51.01.0014022";3;2;"M";"0-17";"1-2 dni";"9"
2022;3;"07";"5214004558";"03.4640.998.02";"5.51.01.0011008";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"11";"5833162278";"03.4000.030.02";"5.51.01.0005088";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;6;"11";"5891941823";"03.4000.030.02";"5.51.01.0006111";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"15";"7781128565";"03.4450.250.02";"5.51.01.0013001";3;1;"K";"18-44";"3-5 dni";"81"
2022;5;"12";"6422585351";"03.4500.030.02";"5.51.01.0008083";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"12";"6271669770";"03.4450.050.02";"5.51.01.0012014";6;1;"K";"45-64";"1-2 dni";"<5"
2022;11;"15";"6182025893";"03.4640.030.02";"5.51.01.0011017";3;2;"K";"65 i wiecej";"3-5 dni";"<5"
2022;3;"08";"7542563619";"03.4580.030.02";"5.51.01.0008083";6;2;"M";"18-44";"1-2 dni";"<5"
2022;2;"07";"5252095155";"03.4401.030.02";"5.51.01.0014004";3;2;"K";"0-17";"6 i więcej dni";"<5"
2022;8;"05";"7262234808";"03.4100.030.02";"5.51.01.0005056";6;1;"M";"65 i wiecej";"1-2 dni";"<5"
2022;6;"16";"8571688560";"03.4550.030.02";"5.51.01.0009031";6;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"09";"6851950733";"03.4500.030.02";"5.51.01.0007044";6;2;"M";"18-44";"3-5 dni";"<5"
2022;4;"13";"6611959864";"03.4610.030.02";"5.51.01.0003057";3;1;"M";"45-64";"6 i więcej dni";"<5"
2022;9;"13";"8641577743";"03.4100.030.02";"5.51.01.0005088";3;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;11;"12";"9691608096";"03.4500.030.02";"5.51.01.0006046";6;2;"M";"18-44";"1-2 dni";"<5"
2022;8;"01";"8951645574";"03.4200.600.02";"5.51.01.0009039";6;1;"K";"0-17";"3-5 dni";"<5"
2022;8;"05";"7712295780";"03.4580.030.02";"5.51.01.0008063";3;2;"M";"18-44";"1-2 dni";"<5"
2022;9;"14";"7431641687";"03.4130.030.02";"5.51.01.0016056";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"11";"8393179849";"03.4580.030.02";"5.51.01.0001087";2;2;"K";"18-44";"1-2 dni";"<5"
2022;3;"14";"5783104467";"03.4000.030.02";"5.51.01.0005094";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"03";"5381594311";"03.4280.030.02";"5.51.01.0008104";3;2;"M";"18-44";"6 i więcej dni";"<5"
2022;3;"12";"6292115781";"03.4020.030.02";"5.51.01.0010066";2;2;"M";"18-44";"6 i więcej dni";"<5"
2022;8;"13";"9591291292";"03.4500.030.02";"5.51.01.0006109";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;11;"13";"6581705655";"03.4000.030.02";"5.51.01.0010035";3;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;5;"05";"7712295780";"03.4500.030.02";"5.51.01.0009028";3;2;"M";"18-44";"1-2 dni";"<5"
2022;4;"06";"6783105119";"03.4640.930.02";"5.51.01.0011026";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;11;"01";"8842201447";"03.4220.030.02";"5.51.01.0001066";2;1;"M";"18-44";"1-2 dni";"<5"
2022;9;"15";"7642088394";"03.4580.991.02";"5.51.01.0008013";3;3;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"07";"7961704266";"03.4500.030.02";"5.51.01.0007037";6;1;"K";"65 i wiecej";"3-5 dni";"<5"
2022;3;"02";"5540312510";"03.4220.030.02";"5.51.01.0001031";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"14";"8481630309";"03.4272.030.02";"5.51.01.0004028";3;9;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;11;"12";"6262510567";"03.4100.030.02";"5.51.01.0005050";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;3;"11";"5862286770";"03.4640.998.02";"5.51.01.0011104";6;2;"K";"65 i wiecej";"0 dni";"<5"
2022;6;"02";"8883117873";"03.4000.030.02";"5.51.01.0005094";3;2;"K";"65 i wiecej";"3-5 dni";"6"
2022;10;"02";"5540312510";"03.4500.030.02";"5.51.01.0008072";3;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"07";"5252491419";"03.4000.030.02";"5.51.01.0004016";2;6;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;12;"15";"7781128565";"03.4401.030.02";"5.51.01.0004018";3;2;"M";"0-17";"3-5 dni";"<5"
2022;11;"02";"8792076803";"03.4000.030.02";"5.51.01.0011082";2;9;"K";"65 i wiecej";"1-2 dni";"<5"
2022;3;"14";"8481630309";"03.4421.150.02";"5.51.01.0013022";5;3;"M";"0-17";"0 dni";"<5"
2022;9;"15";"7772754458";"03.4100.030.02";"5.51.01.0005094";6;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;8;"11";"5811770007";"03.4580.030.02";"5.51.01.0008110";2;2;"M";"18-44";"3-5 dni";"<5"
2022;7;"07";"7582010430";"03.4000.030.02";"5.51.01.0006106";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;10;"01";"6921009016";"03.4100.030.02";"5.51.01.0005027";6;1;"M";"45-64";"3-5 dni";"<5"
2022;2;"11";"5833162278";"03.4051.030.02";"5.51.01.0014012";3;2;"K";"0-17";"1-2 dni";"<5"
2022;8;"08";"7531967997";"03.4580.030.02";"5.51.01.0008043";6;2;"K";"45-64";"0 dni";"<5"
2022;7;"09";"6871640438";"03.4000.030.02";"5.51.01.0006046";6;2;"M";"45-64";"1-2 dni";"<5"
2022;5;"02";"5571520586";"03.4450.040.02";"5.51.01.0012004";6;1;"K";"18-44";"0 dni";"<5"
2022;3;"06";"6762083306";"03.4000.030.02";"5.51.01.0011106";2;6;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"12";"6342670310";"03.4220.130.02";"5.51.01.0001048";2;2;"M";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"06";"7352178657";"03.4421.150.02";"5.51.01.0013025";5;1;"K";"0-17";"3-5 dni";"23"
2022;6;"03";"5371960760";"03.4500.030.02";"5.51.01.0006072";6;1;"M";"45-64";"1-2 dni";"<5"
2022;12;"01";"6121542507";"03.4401.030.02";"5.51.01.0014021";3;1;"M";"0-17";"1-2 dni";"<5"
2022;6;"09";"8132892063";"03.4500.030.02";"5.51.01.0001076";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;10;"12";"6312658474";"03.4600.030.02";"5.51.01.0002084";6;2;"K";"45-64";"0 dni";"5"
2022;7;"07";"5220002529";"03.4610.030.02";"5.51.01.0003041";3;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"06";"6772075248";"03.4220.030.02";"5.51.01.0001045";6;2;"M";"45-64";"6 i więcej dni";"<5"
2022;4;"08";"7542557814";"03.4540.998.02";"5.51.01.0006004";6;2;"K";"45-64";"1-2 dni";"<5"
2022;10;"01";"6151706942";"03.4401.030.02";"5.51.01.0014022";6;1;"K";"0-17";"3-5 dni";"<5"
2022;7;"01";"8862385261";"03.4421.160.02";"5.51.01.0013025";5;1;"K";"0-17";"6 i więcej dni";"<5"
2022;10;"15";"6991919769";"03.4000.030.02";"5.51.01.0004026";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"11";"5862286770";"03.4500.030.02";"5.51.01.0006073";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
2022;9;"16";"3020002009";"03.4500.030.02";"5.51.01.0006036";2;2;"K";"65 i wiecej";"1-2 dni";"<5"
2022;2;"01";"8942814132";"03.4500.030.02";"5.51.01.0006083";3;1;"K";"45-64";"6 i więcej dni";"<5"
2022;3;"05";"6342582801";"03.4401.030.02";"5.51.01.0014006";3;2;"K";"0-17";"3-5 dni";"<5"
2022;9;"11";"5891941823";"03.4000.030.02";"5.51.01.0004048";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;7;"15";"6671534335";"03.4272.030.02";"5.51.01.0004046";3;1;"M";"65 i wiecej";"3-5 dni";"<5"
2022;5;"15";"6681580495";"03.4000.030.02";"5.51.01.0011106";3;2;"M";"18-44";"3-5 dni";"<5"
2022;11;"12";"6342670310";"03.4421.150.02";"5.51.01.0013041";5;1;"K";"0-17";"6 i więcej dni";"<5"
2022;7;"11";"8421770610";"03.4000.030.02";"5.51.01.0010065";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;2;"15";"7842008454";"03.4610.030.02";"5.51.01.0003041";3;2;"K";"18-44";"6 i więcej dni";"<5"
2022;6;"03";"9191517717";"03.4000.030.02";"5.51.01.0005088";3;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;9;"12";"6482301274";"03.4401.030.02";"5.51.01.0014022";3;2;"M";"0-17";"3-5 dni";"<5"
2022;4;"08";"7491790304";"03.4000.030.02";"5.51.01.0006099";3;2;"M";"65 i wiecej";"3-5 dni";"<5"
2022;3;"01";"9151523806";"03.4450.040.02";"5.51.01.0012013";6;1;"K";"45-64";"3-5 dni";"<5"
2022;10;"06";"9452092100";"03.4600.032.02";"5.51.01.0002084";6;2;"M";"65 i wiecej";"0 dni";"<5"
2022;11;"12";"9542274017";"03.4600.030.02";"5.51.01.0002099";6;2;"M";"18-44";"1-2 dni";"<5"
2022;5;"04";"9731025315";"03.4501.030.02";"5.51.01.0018060";3;2;"M";"0-17";"1-2 dni";"<5"
2022;2;"03";"7122410820";"03.4100.030.02";"5.51.01.0005016";2;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"13";"9591291292";"03.4401.030.02";"5.51.01.0014099";3;2;"K";"0-17";"6 i więcej dni";"<5"
2022;6;"01";"6922498023";"03.4580.030.02";"5.51.01.0008043";3;2;"M";"65 i wiecej";"0 dni";"<5"
2022;10;"07";"8381843603";"03.4450.040.02";"5.51.01.0012016";6;1;"K";"18-44";"1-2 dni";"<5"
2022;12;"05";"8331384412";"03.4000.030.02";"5.51.01.0005016";2;9;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"13";"9591289964";"03.4272.030.02";"5.51.01.0004061";3;2;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;8;"01";"8862385315";"03.4540.930.02";"5.51.01.0009053";6;2;"K";"45-64";"3-5 dni";"<5"
2022;5;"09";"8652074945";"03.4000.030.02";"5.51.01.0015066";6;1;"K";"65 i wiecej";"6 i więcej dni";"<5"
2022;5;"15";"6651042675";"03.4050.030.02";"5.51.01.0007034";6;2;"M";"65 i wiecej";"1-2 dni";"<5"
